Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,media,OD,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Serovar,source_name,SRA Study,sub_species
SRR22393136,RNA-Seq,101,1047254254,PRJNA904727,SAMN31851816,336103341,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363117,NextSeq 2000,GSM6753665,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753665,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393137,RNA-Seq,101,831333525,PRJNA904727,SAMN31851817,263577962,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363116,NextSeq 2000,GSM6753664,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753664,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393138,RNA-Seq,101,1264254976,PRJNA904727,SAMN31851818,414964342,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363115,NextSeq 2000,GSM6753663,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753663,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393139,RNA-Seq,101,864409308,PRJNA904727,SAMN31851819,278363618,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363114,NextSeq 2000,GSM6753662,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753662,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393140,RNA-Seq,101,1309745174,PRJNA904727,SAMN31851820,413876218,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363113,NextSeq 2000,GSM6753661,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753661,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393141,RNA-Seq,101,603153012,PRJNA904727,SAMN31851837,194975997,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363112,NextSeq 2000,GSM6753644,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753644,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393142,RNA-Seq,101,468171966,PRJNA904727,SAMN31851838,148208300,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363111,NextSeq 2000,GSM6753643,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753643,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393143,RNA-Seq,101,812124133,PRJNA904727,SAMN31851839,262588814,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363110,NextSeq 2000,GSM6753642,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753642,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393144,RNA-Seq,101,1219998089,PRJNA904727,SAMN31851840,388835497,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363109,NextSeq 2000,GSM6753641,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753641,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393145,RNA-Seq,101,651031759,PRJNA904727,SAMN31851911,209933331,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363231,NextSeq 2000,GSM6753570,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753570,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393146,RNA-Seq,101,1529438758,PRJNA904727,SAMN31851912,486780862,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363230,NextSeq 2000,GSM6753569,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753569,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393147,RNA-Seq,101,1417646504,PRJNA904727,SAMN31851913,455792769,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363229,NextSeq 2000,GSM6753568,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753568,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393148,RNA-Seq,101,504990001,PRJNA904727,SAMN31851914,162618621,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363228,NextSeq 2000,GSM6753567,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753567,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393149,RNA-Seq,101,263087022,PRJNA904727,SAMN31851915,79628086,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363227,NextSeq 2000,GSM6753566,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753566,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393150,RNA-Seq,101,1450335154,PRJNA904727,SAMN31851916,467311229,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363226,NextSeq 2000,GSM6753565,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753565,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393151,RNA-Seq,101,1021662975,PRJNA904727,SAMN31851621,322063393,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363225,NextSeq 2000,GSM6753860,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753860,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393152,RNA-Seq,101,1680712316,PRJNA904727,SAMN31851622,552059495,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363224,NextSeq 2000,GSM6753859,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753859,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393153,RNA-Seq,101,1457642908,PRJNA904727,SAMN31851623,477735508,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363223,NextSeq 2000,GSM6753858,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753858,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393154,RNA-Seq,101,2196263382,PRJNA904727,SAMN31851624,726865946,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363222,NextSeq 2000,GSM6753857,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:30:00Z,1,GSM6753857,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393155,RNA-Seq,101,2230308058,PRJNA904727,SAMN31851625,722731777,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363221,NextSeq 2000,GSM6753856,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:31:00Z,1,GSM6753856,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393156,RNA-Seq,101,843572907,PRJNA904727,SAMN31851626,279312932,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363220,NextSeq 2000,GSM6753855,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753855,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393157,RNA-Seq,101,1756881365,PRJNA904727,SAMN31851627,573957906,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363219,NextSeq 2000,GSM6753854,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753854,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393158,RNA-Seq,101,1252383739,PRJNA904727,SAMN31851628,417138493,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363218,NextSeq 2000,GSM6753853,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753853,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393159,RNA-Seq,101,1216712660,PRJNA904727,SAMN31851637,394229691,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363217,NextSeq 2000,GSM6753844,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753844,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393160,RNA-Seq,101,1322726704,PRJNA904727,SAMN31851638,435148502,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363216,NextSeq 2000,GSM6753843,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753843,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393161,RNA-Seq,101,1323224331,PRJNA904727,SAMN31851639,461686683,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363215,NextSeq 2000,GSM6753842,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753842,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393162,RNA-Seq,101,1364295476,PRJNA904727,SAMN31851640,448367042,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363214,NextSeq 2000,GSM6753841,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753841,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393163,RNA-Seq,101,1728591265,PRJNA904727,SAMN31851641,549372841,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363213,NextSeq 2000,GSM6753840,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753840,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393164,RNA-Seq,101,803872635,PRJNA904727,SAMN31851642,265444922,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363212,NextSeq 2000,GSM6753839,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753839,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393165,RNA-Seq,101,1277277916,PRJNA904727,SAMN31851643,417822224,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363211,NextSeq 2000,GSM6753838,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753838,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393166,RNA-Seq,101,1196328335,PRJNA904727,SAMN31851644,391581996,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363210,NextSeq 2000,GSM6753837,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753837,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393167,RNA-Seq,101,734063152,PRJNA904727,SAMN31851653,239564596,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363209,NextSeq 2000,GSM6753828,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753828,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393168,RNA-Seq,101,730953968,PRJNA904727,SAMN31851654,237759874,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363208,NextSeq 2000,GSM6753827,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753827,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393169,RNA-Seq,101,1218910521,PRJNA904727,SAMN31851655,402674967,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363207,NextSeq 2000,GSM6753826,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753826,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393170,RNA-Seq,101,1244930141,PRJNA904727,SAMN31851656,407905010,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363206,NextSeq 2000,GSM6753825,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753825,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393171,RNA-Seq,101,1398421659,PRJNA904727,SAMN31851657,452617054,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363205,NextSeq 2000,GSM6753824,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753824,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393172,RNA-Seq,101,1320709229,PRJNA904727,SAMN31851658,433442713,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363204,NextSeq 2000,GSM6753823,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753823,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393173,RNA-Seq,101,443934390,PRJNA904727,SAMN31851659,142691619,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363203,NextSeq 2000,GSM6753822,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753822,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393174,RNA-Seq,101,1014932739,PRJNA904727,SAMN31851660,332662020,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363202,NextSeq 2000,GSM6753821,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753821,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393175,RNA-Seq,101,1822412993,PRJNA904727,SAMN31851685,583398150,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363201,NextSeq 2000,GSM6753796,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753796,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393176,RNA-Seq,101,1818888598,PRJNA904727,SAMN31851686,584398620,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363200,NextSeq 2000,GSM6753795,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753795,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393177,RNA-Seq,101,1807874649,PRJNA904727,SAMN31851687,576431264,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363199,NextSeq 2000,GSM6753794,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:30:00Z,1,GSM6753794,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393178,RNA-Seq,101,1358840769,PRJNA904727,SAMN31851688,447755318,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363198,NextSeq 2000,GSM6753793,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753793,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393179,RNA-Seq,101,1298545991,PRJNA904727,SAMN31851689,401982746,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363197,NextSeq 2000,GSM6753792,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753792,Typhimurium,bacterial cell,SRP409450,enterica
